common_id,name,address_pref,address_city,address_detail,contact,flood,landslide,storm_surge,earthquake,tsunami,large_fire,inland_flood,volcano,shelter_overlap,capacity,capacity_basis,notes,changed,new,address,gsi_common_id,latitude,longitude,coordinate_join_method
E3820300020201,旧浦知小学校,愛媛県宇和島市津島町浦知380,,,0895-24-1111,1,,1,1,,,,,1,2762,,,,,愛媛県宇和島市津島町浦知380,E3820300020201,33.288859827896,132.50381946338,matched_by_id
E3820300155201,愛宕公園,愛媛県宇和島市大超寺奥丙165－1,,,0895-24-1111,1,,,1,1,,,,,12400,,,,,愛媛県宇和島市大超寺奥丙165－1,E3820300155201,33.125318917336,132.52022298094,matched_by_id
E3820300022201,旧石応小学校,愛媛県宇和島市石応1616,,,0895-24-1111,1,,,1,,,,,1,4676,,,,,愛媛県宇和島市石応1616,E3820300022201,33.292339804133,132.52054342187,matched_by_id
E3820300019201,城東中学校,愛媛県宇和島市新田町3－3－1,,,0895-22-3043,1,1,,1,,,,,1,9030,,,,,愛媛県宇和島市新田町3－3－1,E3820300019201,33.292413686743,132.52160015621,matched_by_id
E3820300031201,旧蒋淵小学校,愛媛県宇和島市蒋淵983,,,0895-63-0004,1,1,,1,,,,,1,2988,,,,,愛媛県宇和島市蒋淵983,E3820300031201,33.2851416766,132.53354586,matched_by_id
E3820300039201,旧小池小学校,愛媛県宇和島市小池1679－3,,,0895-24-1111,1,,,1,,,,,1,5508,,,,,愛媛県宇和島市小池1679－3,E3820300039201,33.285966777534,132.54074187153,matched_by_id
E3820300026201,宇和島市役所,愛媛県宇和島市曙町１,,,0895-24-1111,1,1,,1,,,,,1,10154,,,,,愛媛県宇和島市曙町１,E3820300026201,33.280078793573,132.53934405893,matched_by_id
E3820300034201,石丸公園,愛媛県宇和島市祝森,,,0895-24-1111,1,1,,1,1,,,,,3800,,,,,愛媛県宇和島市祝森,E3820300034201,33.318971531402,132.51373571508,matched_by_id
E3820300053201,住吉小学校,愛媛県宇和島市住吉町807－2,,,0895-22-0098,1,,,1,,,,,1,7551,,,,,愛媛県宇和島市住吉町807－2,E3820300053201,33.204052532542,132.54282445462,matched_by_id
E3820300023201,二名小学校,愛媛県宇和島市三間町大内64,,,0895-58-2147,1,,1,1,1,,,,1,3459,,,,,愛媛県宇和島市三間町大内64,E3820300023201,33.275600152402,132.5412797437,matched_by_id
E3820300035201,成妙小学校,愛媛県宇和島市三間町成家759,,,0895-58-2037,1,,1,1,1,,,,1,4128,,,,,愛媛県宇和島市三間町成家759,E3820300035201,33.318608195677,132.51828411335,matched_by_id
E3820300038201,三間町運動公園,愛媛県宇和島市三間町黒井地1542,,,0895-58-4222,1,1,,1,1,,,,,12000,,,,,愛媛県宇和島市三間町黒井地1542,E3820300038201,33.318010868439,132.52036268737,matched_by_id
E3820300049201,北宇和高等学校三間分校,愛媛県宇和島市三間町戸雁764－3,,,0895-58-2031,1,1,1,1,1,,,,1,7089,,,,,愛媛県宇和島市三間町戸雁764－3,E3820300049201,33.267975553124,132.54302264159,matched_by_id
E3820300005201,三間中学校,愛媛県宇和島市三間町戸雁1046,,,0895-58-2006,1,1,1,1,1,,,,1,11188,,,,,愛媛県宇和島市三間町戸雁1046,E3820300005201,33.167221847922,132.45736292856,matched_by_id
E3820300058201,三間支所（三間公民館）,愛媛県宇和島市三間町宮野下835,,,0895-58-3311,1,1,1,1,1,,,,1,3425,,,,,愛媛県宇和島市三間町宮野下835,E3820300058201,33.202507862417,132.36010189846,matched_by_id
E3820300178201,三間小学校,愛媛県宇和島市三間町宮野下493,,,0895-58-2030,1,1,1,1,1,,,,1,5263,,,,,愛媛県宇和島市三間町宮野下493,E3820300178201,33.09647948655,132.63394734161,matched_by_id
E3820300067201,旧三浦小学校,愛媛県宇和島市三浦西新23－1,,,0895-29-0028,1,,,1,,,,,1,3917,,,,,愛媛県宇和島市三浦西新23－1,E3820300067201,33.255138674642,132.57241867507,matched_by_id
E3820300075201,高光小学校,愛媛県宇和島市高串2－121－1,,,0895-22-1861,1,,1,1,1,,,,1,4413,,,,,愛媛県宇和島市高串2－121－1,E3820300075201,33.169505388463,132.50601099899,matched_by_id
E3820300079201,嘉島小学校,愛媛県宇和島市戸島4110,,,0895-64-0027,1,1,,1,,,,,1,1473,,,,,愛媛県宇和島市戸島4110,E3820300079201,33.289486808663,132.60414898183,matched_by_id
E3820300089201,戸島小学校,愛媛県宇和島市戸島2335,,,0895-64-0024,1,,,1,,,,,1,4525,,,,,愛媛県宇和島市戸島2335,E3820300089201,33.289809667615,132.60244309691,matched_by_id
E3820300093201,番城小学校,愛媛県宇和島市宮下甲201,,,0895-27-0715,1,,1,1,1,,,,1,8668,,,,,愛媛県宇和島市宮下甲201,E3820300093201,33.30924593,132.59693711,matched_by_id
E3820300168201,宮下ふれあい広場,愛媛県宇和島市宮下乙605,,,0895-24-1111,1,1,,1,1,,,,,13891,,,,,愛媛県宇和島市宮下乙605,E3820300168201,33.083479202878,132.50589093444,matched_by_id
E3820300042201,君ヶ浦公園,愛媛県宇和島市吉田町立間尻甲114－1,,,0895-24-1111,1,,,1,1,,,,,2000,,,,,愛媛県宇和島市吉田町立間尻甲114－1,E3820300042201,33.292236749096,132.54650219932,matched_by_id
E3820300128201,味楽共選場,愛媛県宇和島市吉田町立間2－2222,,,0895-52-1120,,1,1,1,1,,,,,4000,,,,,愛媛県宇和島市吉田町立間2－2222,E3820300128201,33.230357842642,132.55559358219,matched_by_id
E3820300138201,中組集会所,愛媛県宇和島市吉田町立間1－653－1,,,0895-52-1841,,,1,1,1,,,,,135,,,,,愛媛県宇和島市吉田町立間1－653－1,E3820300138201,33.200564885206,132.40760311317,matched_by_id
E3820300153201,寺家郷蔵集会所,愛媛県宇和島市吉田町立間1－3730－2,,,0895-52-0182,,,1,1,1,,,,,99,,,,,愛媛県宇和島市吉田町立間1－3730－2,E3820300153201,33.055811607364,132.5549969363,matched_by_id
E3820300139201,大河内下集会所,愛媛県宇和島市吉田町立間1－1969－6,,,0895-52-2008,,,,1,1,,,,,125,,,,,愛媛県宇和島市吉田町立間1－1969－6,E3820300139201,33.212088444817,132.55777636369,matched_by_id
E3820300194201,吉田高校グランド,愛媛県宇和島市吉田町北小路甲10,,,0895-52-0565,,1,1,1,,,,,1,6556,,,,,愛媛県宇和島市吉田町北小路甲10,E3820300194201,33.215917405265,132.55906136373,matched_by_id
E3820300213201,玉津公民館,愛媛県宇和島市吉田町法花津7－360－1,,,0895-52-1001,1,,1,1,,,,,1,629,,,,,愛媛県宇和島市吉田町法花津7－360－1,E3820300213201,33.230161276214,132.56634641573,matched_by_id
E3820300024201,玉津共選場,愛媛県宇和島市吉田町法花津6－78－2,,,0895-52-1212,1,,1,1,,,,,,408,,,,,愛媛県宇和島市吉田町法花津6－78－2,E3820300024201,33.317913,132.505787,matched_by_id
E3820300102201,宮の浦集会所,愛媛県宇和島市吉田町法花津1－8－1,,,0895-52-1860,1,1,,1,,,,,,140,,,,,愛媛県宇和島市吉田町法花津1－8－1,E3820300102201,33.299109354942,132.59374854134,matched_by_id
E3820300158201,白浦コミュニティセンター,愛媛県宇和島市吉田町白浦2031－3,,,0895-24-1111,1,1,,1,,,,,,213,,,,,愛媛県宇和島市吉田町白浦2031－3,E3820300158201,33.124792932294,132.55073630534,matched_by_id
E3820300129201,吉田支所（吉田公民館）,愛媛県宇和島市吉田町東小路甲106,,,"(支)0895-52-1111
(公)0895-52-0076",1,1,,1,,,,,1,2379,,,,,愛媛県宇和島市吉田町東小路甲106,E3820300129201,33.180675907871,132.54311272282,matched_by_id
E3820300016201,吉田公園自由広場,愛媛県宇和島市吉田町鶴間新63,,,0895-24-1111,,,,1,,,,,,4000,,,,,愛媛県宇和島市吉田町鶴間新63,E3820300016201,33.274678849888,132.47941731241,matched_by_id
E3820300041201,ふれあい運動公園,愛媛県宇和島市吉田町鶴間1507,,,0895-52-4155,1,,,1,1,,,,1,1410,,,,,愛媛県宇和島市吉田町鶴間1507,E3820300041201,33.308190049415,132.5604002942,matched_by_id
E3820300044201,吉田児童公園,愛媛県宇和島市吉田町西小路7,,,0895-24-1111,,1,,1,,,,,,850,,,,,愛媛県宇和島市吉田町西小路7,E3820300044201,33.298142058669,132.55396027349,matched_by_id
E3820300018201,深浦集会所,愛媛県宇和島市吉田町深浦1－407－4,,,0895-52-2960,,1,,1,,,,,,131,,,,,愛媛県宇和島市吉田町深浦1－407－4,E3820300018201,33.293516407005,132.52901837597,matched_by_id
E3820300165201,魚棚児童遊園,愛媛県宇和島市吉田町魚棚35－1,,,0895-24-1111,,1,,1,,,,,,304,,,,,愛媛県宇和島市吉田町魚棚35－1,E3820300165201,33.120808978552,132.51648428334,matched_by_id
E3820300183201,喜佐方公民館,愛媛県宇和島市吉田町河内甲72－1,,,0895-52-0068,1,,,1,1,,,,1,446,,,,,愛媛県宇和島市吉田町河内甲72－1,E3820300183201,33.21619151858,132.56135345634,matched_by_id
E3820300013201,河内中集会所,愛媛県宇和島市吉田町河内甲579,,,0895-52-2515,1,1,1,1,1,,,,,172,,,,,愛媛県宇和島市吉田町河内甲579,E3820300013201,33.221822812477,132.57284262243,matched_by_id
E3820300110201,河内中住民レク広場,愛媛県宇和島市吉田町河内甲564,,,0895-24-1111,,,1,1,1,,,,,1200,,,,,愛媛県宇和島市吉田町河内甲564,E3820300110201,33.286883848771,132.64312976593,matched_by_id
E3820300186201,喜佐方小学校グランド,愛媛県宇和島市吉田町沖村甲2325－1,,,0895-52-0563,1,,1,1,1,,,,1,3950,,,,,愛媛県宇和島市吉田町沖村甲2325－1,E3820300186201,33.168670563629,132.29027402764,matched_by_id
E3820300033201,鳥首公民館（鳥首集会所）,愛媛県宇和島市吉田町沖村甲1882-3、1883-1,,,0895-52-2513,1,,1,1,1,,,,,145,,,,,愛媛県宇和島市吉田町沖村甲1882-3、1883-1,E3820300033201,33.310298567645,132.52873253656,matched_by_id
E3820300169201,奥南小学校グランド,愛媛県宇和島市吉田町奥浦甲65－1,,,0895-54-0013,1,,,1,,,,,1,2668,,,,,愛媛県宇和島市吉田町奥浦甲65－1,E3820300169201,33.08851603141,132.51439553384,matched_by_id
E3820300054201,船間集会所,愛媛県宇和島市吉田町奥浦甲3248－3,,,0895-24-1111,1,,,1,,,,,,142,,,,,愛媛県宇和島市吉田町奥浦甲3248－3,E3820300054201,33.200968847271,132.54988402873,matched_by_id
E3820300174201,奥南公民館,愛媛県宇和島市吉田町奥浦甲1－1,,,0895-54-0001,1,,,1,,,,,1,536,,,,,愛媛県宇和島市吉田町奥浦甲1－1,E3820300174201,33.141658511574,132.46843087682,matched_by_id
E3820300047201,天神小学校,愛媛県宇和島市丸穂町甲978,,,0895-22-0428,1,1,1,1,1,,,,1,8850,,,,,愛媛県宇和島市丸穂町甲978,E3820300047201,33.29486923235,132.54070201703,matched_by_id
E3820300208201,結出小学校,愛媛県宇和島市下波3731・3739・3740,,,0895-29-0040,1,,,1,,,,,1,3118,,,,,愛媛県宇和島市下波3731・3739・3740,E3820300208201,33.193958407404,132.45507601203,matched_by_id
E3820300212201,旧宇和海中学校,愛媛県宇和島市下波2952－1,,,0895-29-0311,1,,,1,,,,,1,13298,,,,,愛媛県宇和島市下波2952－1,E3820300212201,33.228217844101,132.56554136009,matched_by_id
E3820300001201,和霊小学校,愛媛県宇和島市伊吹町甲111,,,0895-22-0358,1,1,1,1,1,,,,1,6000,,,,,愛媛県宇和島市伊吹町甲111,E3820300001201,33.230814162349,132.57563222334,matched_by_id
E3820400030204,白浜小学校　体育館,愛媛県,八幡浜市向灘,3063,(0894)22-0135,,,,1,,,,,1,580,1.0,,,,愛媛県八幡浜市向灘3063,E3820400030204,33.465787753664,132.42413919776,matched_by_id
E3820400030203,白浜小学校　東校舎　（洪水・土砂災害・高潮は２階以上）,愛媛県,八幡浜市向灘,3063,(0894)22-0135,1,1,1,,,,,,1,434,1.0,,,,愛媛県八幡浜市向灘3063,E3820400030203,33.465483447736,132.42427330821,matched_by_id
E3820400030202,白浜小学校　西校舎　（洪水・土砂災害・高潮は２階以上）,愛媛県,八幡浜市向灘,3063,(0894)22-0135,1,1,1,1,,,,,1,712,1.0,,,,愛媛県八幡浜市向灘3063,E3820400030202,33.465514773395,132.42349010318,matched_by_id
E3820400030201,白浜小学校　グラウンド,愛媛県,八幡浜市向灘,3063,(0894)22-0135,,,,1,,1,,,1,7361,1.0,,,,愛媛県八幡浜市向灘3063,E3820400030201,33.465452122066,132.42382806151,matched_by_id
E3820400004201,白浜保育所　（洪水・土砂災害・高潮は２階以上）,愛媛県,八幡浜市裁判所通,1550-20,(0894)22-2454,1,1,1,1,,,,,1,479,1.0,,,,愛媛県八幡浜市裁判所通1550-20,E3820400105201,33.466306333926,132.42508149049,matched_by_name_address
E3820400101202,白浜地区公民館　（洪水・高潮は２階以上）,愛媛県,八幡浜市北浜一丁目,7-30,(0894)24-5640,1,1,1,1,,,,,1,287,1.0,,,,愛媛県八幡浜市北浜一丁目7-30,E3820400101202,33.463607473636,132.42289807504,matched_by_id
E3820400100201,八幡浜市民スポーツセンター,愛媛県,八幡浜市北浜一丁目,5-1,(0894)22-3110,1,1,,1,,,,,1,2051,1.0,,,,愛媛県八幡浜市北浜一丁目5-1,E3820400100201,33.46322511965,132.42172299709,matched_by_id
E3820400096201,八幡浜市役所八幡浜庁舎　（５階以上）,愛媛県,八幡浜市北浜一丁目,1-1,(0894)22-3111,1,1,1,1,1,,,,1,496,1.0,,,,愛媛県八幡浜市北浜一丁目1-1,E3820400096201,33.462909472903,132.42329125363,matched_by_id
E3820400028201,介護老人保健施設青葉荘　（４階以上）,愛媛県,八幡浜市向灘,229-14,(0894)22-5855,,,,,1,,,,,1120,1.0,,,,愛媛県八幡浜市向灘229-14,E3820400028201,33.466448334437,132.42398453359,matched_by_id
E3820400029201,特別養護老人ホームことぶき荘　（４階）,愛媛県,八幡浜市向灘,229-18,(0894)24-6655,,,,,1,,,,,374,1.0,,,,愛媛県八幡浜市向灘229-18,E3820400029201,33.466385683782,132.42457998399,matched_by_id
E3820400099201,愛媛県南予地方局八幡浜支局（７階）,愛媛県,八幡浜市北浜一丁目,3-37,(0894)22-4111,,,,,1,,,,,600,1.0,,,,愛媛県八幡浜市北浜一丁目3-37,E3820400099201,33.461657608384,132.42237790776,matched_by_id
E3820400008201,池上マンション　（４階以上）,愛媛県,八幡浜市琴平町,348-1,(0894)22-3111,,,,,1,,,,,353,1.0,,,,愛媛県八幡浜市琴平町348-1,E3820400110201,33.462083034235,132.42464703398,matched_by_name_address
E3820400101201,北浜多目的広場,愛媛県,八幡浜市北浜一丁目,7-30,(0894)23-1855,,,,1,,1,,,1,3600,1.0,,,,愛媛県八幡浜市北浜一丁目7-30,E3820400101201,33.464074637582,132.42321924273,matched_by_id
E3820400032203,松蔭小学校　体育館,愛媛県,八幡浜市広瀬,3-4-3,(0894)22-0212,,,,1,,,,,1,570,1.0,,,,愛媛県八幡浜市広瀬3-4-3,E3820400032203,33.454368166683,132.42661457602,matched_by_id
E3820400032202,松蔭小学校　本校舎　（洪水は３階以上、土砂災害・高潮は２階以上）,愛媛県,八幡浜市広瀬,3-4-3,(0894)22-0212,1,1,1,1,,,,,1,749,1.0,,,,愛媛県八幡浜市広瀬3-4-3,E3820400032202,33.454654609013,132.42700081413,matched_by_id
E3820400032201,松蔭小学校　グラウンド,愛媛県,八幡浜市広瀬,3-4-3,(0894)22-0212,,,,1,,1,,,1,8420,1.0,,,,愛媛県八幡浜市広瀬3-4-3,E3820400032201,33.454189139747,132.42709737364,matched_by_id
E3820400014202,みなと交流館,愛媛県,八幡浜市沖新田,1581-23,(0894)21-3710,,1,,1,,,,,1,266,1.0,,,,愛媛県八幡浜市沖新田1581-23,E3820400014202,33.458201209176,132.41827738529,matched_by_id
E3820400014201,沖新田緑地公園,愛媛県,八幡浜市沖新田,1581-23,(0894)22-3111,,,,1,,1,,,1,4400,1.0,,,,愛媛県八幡浜市沖新田1581-23,E3820400014201,33.458897142115,132.41761756188,matched_by_id
E3820400018201,栗野浦共同作業所,愛媛県,八幡浜市栗野浦,508-2,(0894)22-3111,1,1,1,1,1,,,,1,159,1.0,,,,愛媛県八幡浜市栗野浦508-2,E3820400018201,33.448530336889,132.41082767406,matched_by_id
E3820400005201,松蔭地区公民館　（洪水・高潮は２階以上）,愛媛県,八幡浜市中央,168-1,(0894)24-1130,1,1,1,1,,,,,1,320,1.0,,,,愛媛県八幡浜市中央168-1,E3820400106201,33.458606428588,132.42529594958,matched_by_name_address
E3820400019201,ふれあいセンター,愛媛県,八幡浜市栗野浦,573-1,(0894)24-2585,1,,1,1,,,,,1,141,1.0,,,,愛媛県八幡浜市栗野浦573-1,E3820400019201,33.452070720309,132.41574710986,matched_by_id
E3820400017201,八幡浜児童センター　（土砂災害は２階以上）,愛媛県,八幡浜市栗野浦,463-1,(0894)22-5171,1,1,1,1,,,,,1,290,1.0,,,,愛媛県八幡浜市栗野浦463-1,E3820400017201,33.451481333353,132.41556484493,matched_by_id
E3820400098201,八幡浜商工会館　（４階以上）,愛媛県,八幡浜市北浜一丁目,3-25,(0894)22-3411,,,,,1,,,,,350,1.0,,,,愛媛県八幡浜市北浜一丁目3-25,E3820400098201,33.461194858035,132.42276976634,matched_by_id
E3820400097201,北浜立体駐車場　（４階以上）,愛媛県,八幡浜市北浜一丁目,1590-24,(0894)23-2877,,,,,1,,,,,2533,1.0,,,,愛媛県八幡浜市北浜一丁目1590-24,E3820400097201,33.46208320379,132.42134014893,matched_by_id
E3820400009201,八幡浜ハーバープラザホテル　（４階以上）,愛媛県,八幡浜市仲之町,360,(0894)22-0022,,,,,1,,,,,350,1.0,,,,愛媛県八幡浜市仲之町360,E3820400009201,33.460206269827,132.42371923252,matched_by_id
E3820400003201,スーパーホテル八幡浜　（４階以上）,愛媛県,八幡浜市千代田,1460-123,(0894)20-9000,,,,,1,,,,,900,1.0,,,,愛媛県八幡浜市千代田1460-123,,,,unmatched
E3820400001201,八幡浜センチュリーホテルイトー　（４階以上）,愛媛県,八幡浜市天神通一丁目,1460-7,(0894)22-2200,,,,,1,,,,,170,1.0,,,,愛媛県八幡浜市天神通一丁目1460-7,,,,unmatched
E3820400006201,おるｄｅ新町　（４階以上）,愛媛県,八幡浜市新町三丁目,272-1,(0894)22-0222,,,,,1,,,,,377,1.0,,,,愛媛県八幡浜市新町三丁目272-1,,,,unmatched
,八幡浜港フェリーターミナルビル　（４階のみ）,愛媛県,八幡浜市出島,1581-26,(0894)22-5989,1,1,1,1,1,,,,1,520,1.0,,,,愛媛県八幡浜市出島1581-26,,,,unmatched
E3820400011201,八幡浜市民図書館　（津波は４階・その他は２階以上）,愛媛県,八幡浜市本町一丁目,60-1,(0894)22-0917,1,1,1,1,1,,,,1,550,1.0,,,,愛媛県八幡浜市本町一丁目60-1,,,,unmatched
E3820400007204,愛宕中学校　体育館,愛媛県,八幡浜市愛宕,325,(0894)22-3166,1,1,1,1,1,,,,1,594,1.0,,,,愛媛県八幡浜市愛宕325,,,,unmatched
E3820400007203,愛宕中学校　第１校舎,愛媛県,八幡浜市愛宕,325,(0894)22-3166,1,1,1,1,1,,,,1,382,1.0,,,,愛媛県八幡浜市愛宕325,E3820400108203,33.460838272308,132.42830149279,matched_by_name_address
E3820400007202,愛宕中学校　第２校舎,愛媛県,八幡浜市愛宕,325,(0894)22-3166,1,1,1,1,1,,,,1,682,1.0,,,,愛媛県八幡浜市愛宕325,,,,unmatched
E3820400007201,愛宕中学校　グラウンド,愛媛県,八幡浜市愛宕,325,(0894)22-3166,,,,1,1,1,,,1,9800,1.0,,,,愛媛県八幡浜市愛宕325,E3820400108201,33.460304586989,132.42847476359,matched_by_name_address
E3820400010202,愛宕保育所,愛媛県,八幡浜市愛宕,487-3,(0894)22-4623,1,1,1,,1,,,,1,448,1.0,,,,愛媛県八幡浜市愛宕487-3,E3820400109201,33.459489758584,132.42740348267,matched_by_name_address
E3820400010201,武道館,愛媛県,八幡浜市愛宕,487-3,(0894)24-5813,1,1,1,,1,,,,1,362,1.0,,,,愛媛県八幡浜市愛宕487-3,E3820400109202,33.459658436423,132.42734098714,matched_by_name_address
E3820400034203,江戸岡小学校　体育館　（２階）,愛媛県,八幡浜市江戸岡一丁目,7-1,(0894)22-1046,1,1,1,1,,,,,1,570,1.0,,,,愛媛県八幡浜市江戸岡一丁目7-1,E3820400034203,33.456823088291,132.43363689518,matched_by_id
E3820400034202,江戸岡小学校　校舎　（洪水は２階以上）,愛媛県,八幡浜市江戸岡一丁目,7-1,(0894)22-1046,1,1,1,1,,,,,1,679,1.0,,,,愛媛県八幡浜市江戸岡一丁目7-1,E3820400034202,33.457463088446,132.43382464981,matched_by_id
E3820400034201,江戸岡小学校　グラウンド,愛媛県,八幡浜市江戸岡一丁目,7-1,(0894)22-1046,,,,1,,1,,,1,4482,1.0,,,,愛媛県八幡浜市江戸岡一丁目7-1,E3820400034201,33.457105046984,132.43400704002,matched_by_id
E3820400002201,江戸岡地区公民館　（洪水は２階以上）,愛媛県,八幡浜市東新川,1253-4,(0894)24-5635,1,1,1,1,,,,,1,273,1.0,,,,愛媛県八幡浜市東新川1253-4,E3820400103201,33.45704722721,132.43033862571,matched_by_name_address
E3820400013201,神宮通福祉会館　（洪水・土砂災害は２階以上）,愛媛県,八幡浜市神宮通二丁目,792-1,(0894)24-6650,1,1,1,,,,,,1,105,1.0,,,,愛媛県八幡浜市神宮通二丁目792-1,,,,unmatched
E3820400033201,西宇和農業協同組合本店　（４階以上）,愛媛県,八幡浜市江戸岡一丁目,12-10,(0894)24-1111,,,,,1,,,,,641,1.0,,,,愛媛県八幡浜市江戸岡一丁目12-10,E3820400033201,33.458619162606,132.43644563915,matched_by_id
E3820400049201,四国電力㈱まつかやアパート　（４階以上）,愛媛県,八幡浜市松柏丙,827,(0894)22-3111,,,,,1,,,,,779,1.0,,,,愛媛県八幡浜市松柏丙827,E3820400049201,33.458765566861,132.43266861501,matched_by_id
E3820400012201,八幡浜市民文化活動センター　（洪水・高潮・津波は２階以上）,愛媛県,八幡浜市本町一丁目,62-1,(0894)21-3335,1,1,1,1,1,,,,1,625,1.0,,,,愛媛県八幡浜市本町一丁目62-1,,,,unmatched
E3820400021201,神山地区公民館,愛媛県,八幡浜市元城団地,48,(0894)23-0688,1,1,1,1,1,,,,1,355,1.0,,,,愛媛県八幡浜市元城団地48,E3820400021201,33.446961665999,132.43623216844,matched_by_id
E3820400023202,神山小学校　校舎,愛媛県,八幡浜市五反田,1-154,(0894)22-0365,1,1,1,1,1,,,,1,1510,1.0,,,,愛媛県八幡浜市五反田1-154,E3820400023202,33.44764109033,132.43760609974,matched_by_id
E3820400023203,神山小学校　体育館,愛媛県,八幡浜市五反田,1-154,(0894)22-0365,1,1,1,1,1,,,,1,704,1.0,,,,愛媛県八幡浜市五反田1-154,E3820400023203,33.447387881704,132.43730821344,matched_by_id
E3820400023201,神山小学校　グラウンド,愛媛県,八幡浜市五反田,1-154,(0894)22-0365,,,,1,1,1,,,1,4920,1.0,,,,愛媛県八幡浜市五反田1-154,E3820400023201,33.447710822964,132.4371238624,matched_by_id
E3820400024201,神山児童クラブ,愛媛県,八幡浜市五反田,1-173,(0894)22-3111,1,1,1,1,1,,,,1,196,1.0,,,,愛媛県八幡浜市五反田1-173,E3820400024201,33.447380541086,132.43710720886,matched_by_id
E3820400068204,八代中学校　体育館,愛媛県,八幡浜市八代,1-2-1,(0894)22-2360,1,,1,1,,,,,1,591,1.0,,,,愛媛県八幡浜市八代1-2-1,E3820400068204,33.450505952403,132.43151797072,matched_by_id
E3820400068203,八代中学校　本館,愛媛県,八幡浜市八代,1-2-1,(0894)22-2360,1,1,1,1,,,,,1,868,1.0,,,,愛媛県八幡浜市八代1-2-1,E3820400068203,33.450335869247,132.43081523196,matched_by_id
E3820400068202,八代中学校　木造校舎,愛媛県,八幡浜市八代,1-2-1,(0894)22-2360,1,1,1,1,,,,,1,364,1.0,,,,愛媛県八幡浜市八代1-2-1,E3820400068202,33.450794645416,132.43123848402,matched_by_id
E3820400068201,八代中学校　グラウンド,愛媛県,八幡浜市八代,1-2-1,(0894)22-2360,,,,1,,1,,,1,9614,1.0,,,,愛媛県八幡浜市八代1-2-1,E3820400068201,33.4498703768,132.43089569823,matched_by_id
E3820400026201,神山こども園　（土砂災害は２階以上）,愛媛県,八幡浜市五反田,1-881-2,(0894)22-1093,1,1,1,,1,,,,1,282,1.0,,,,愛媛県八幡浜市五反田1-881-2,E3820400026201,33.448439846876,132.4407703719,matched_by_id
E3820400022204,八幡浜工業高等学校　体育館,愛媛県,八幡浜市古町,2-3-1,(0894)22-2515,1,1,1,1,,,,,1,800,1.0,,,,愛媛県八幡浜市古町2-3-1,E3820400022204,33.45205591281,132.43085621043,matched_by_id
E3820400022203,八幡浜工業高等学校　本館　（土砂災害は２階、津波は４階以上）,愛媛県,八幡浜市古町,2-3-1,(0894)22-2515,1,1,1,1,1,,,,1,923,1.0,,,,愛媛県八幡浜市古町2-3-1,E3820400022203,33.452257323042,132.43127463503,matched_by_id
E3820400022202,八幡浜工業高等学校　武道場,愛媛県,八幡浜市古町,2-3-1,(0894)22-2515,1,1,1,1,,,,,1,198,1.0,,,,愛媛県八幡浜市古町2-3-1,E3820400022202,33.452217041033,132.43177030673,matched_by_id
E3820400022201,八幡浜工業高等学校　グラウンド,愛媛県,八幡浜市古町,2-3-1,(0894)22-2515,,,,1,,1,,,1,15273,1.0,,,,愛媛県八幡浜市古町2-3-1,E3820400022201,33.451572526344,132.43158040686,matched_by_id
E3820400027201,王子の森公園,愛媛県,八幡浜市五反田地内,,(0894)24-5924,,,,1,1,1,,,,16000,1.0,,,,愛媛県八幡浜市五反田地内,E3820400027201,33.448971145541,132.43339233903,matched_by_id
E3820400046204,松柏中学校　体育館,愛媛県,八幡浜市松柏甲,734-1,(0894)22-1208,,,1,1,1,,,,1,549,1.0,,,,愛媛県八幡浜市松柏甲734-1,E3820400046204,33.464931205488,132.44642038328,matched_by_id
E3820400046203,松柏中学校　本館　（洪水・土砂災害は２階以上）,愛媛県,八幡浜市松柏甲,734-1,(0894)22-1208,1,1,1,1,1,,,,1,620,1.0,,,,愛媛県八幡浜市松柏甲734-1,E3820400046203,33.464788001418,132.44585175497,matched_by_id
E3820400046202,松柏中学校　西教棟　（洪水は２階以上）,愛媛県,八幡浜市松柏甲,734-1,(0894)22-1208,1,,1,,1,,,,1,105,1.0,,,,愛媛県八幡浜市松柏甲734-1,E3820400046202,33.464340487171,132.44549770338,matched_by_id
E3820400046201,松柏中学校　グラウンド,愛媛県,八幡浜市松柏甲,734-1,(0894)22-1208,,,,1,1,1,,,1,6547,1.0,,,,愛媛県八幡浜市松柏甲734-1,E3820400046201,33.464416564756,132.44601268751,matched_by_id
E3820400047111,千丈地区公民館,愛媛県,八幡浜市松柏甲,792-3,(0894)24-5295,1,1,1,,1,,,,1,266,1.0,,,,愛媛県八幡浜市松柏甲792-3,,,,unmatched
E3820400048204,八幡浜高等学校　体育館,愛媛県,八幡浜市松柏丙,654,(0894)22-2570,,,1,1,1,,,,1,1134,1.0,,,,愛媛県八幡浜市松柏丙654,E3820400048204,33.462716227422,132.43912581789,matched_by_id
E3820400048203,八幡浜高等学校　格技場,愛媛県,八幡浜市松柏丙,654,(0894)22-2570,,,1,1,1,,,,1,378,1.0,,,,愛媛県八幡浜市松柏丙654,E3820400048203,33.462274207237,132.43847597303,matched_by_id
E3820400048202,八幡浜高等学校　いずしね館　（洪水・土砂災害は２階以上）,愛媛県,八幡浜市松柏丙,654,(0894)22-2570,1,1,1,1,1,,,,1,190,1.0,,,,愛媛県八幡浜市松柏丙654,E3820400048202,33.461856977493,132.43989829409,matched_by_id
